,region,sales_person,account
2615,Midwest,Charles Bidwell,Arrow Electronics
2598,Midwest,Charles Bidwell,Arrow Electronics
2599,Midwest,Charles Bidwell,Arrow Electronics
2600,Midwest,Charles Bidwell,Arrow Electronics
2602,Midwest,Charles Bidwell,Arrow Electronics
2603,Midwest,Charles Bidwell,Arrow Electronics
2604,Midwest,Charles Bidwell,Arrow Electronics
2605,Midwest,Charles Bidwell,Arrow Electronics
2596,Midwest,Charles Bidwell,Arrow Electronics
2606,Midwest,Charles Bidwell,Arrow Electronics
2608,Midwest,Charles Bidwell,Arrow Electronics
2609,Midwest,Charles Bidwell,Arrow Electronics
2610,Midwest,Charles Bidwell,Arrow Electronics
2611,Midwest,Charles Bidwell,Arrow Electronics
2612,Midwest,Charles Bidwell,Arrow Electronics
2613,Midwest,Charles Bidwell,Arrow Electronics
2614,Midwest,Charles Bidwell,Arrow Electronics
2607,Midwest,Charles Bidwell,Arrow Electronics
2571,Midwest,Charles Bidwell,Arrow Electronics
2601,Midwest,Charles Bidwell,Arrow Electronics
2569,Midwest,Charles Bidwell,Arrow Electronics
2568,Midwest,Charles Bidwell,Arrow Electronics
2567,Midwest,Charles Bidwell,Arrow Electronics
2570,Midwest,Charles Bidwell,Arrow Electronics
2978,Midwest,Delilah Krum,AutoNation
2976,Midwest,Delilah Krum,AutoNation
2975,Midwest,Delilah Krum,AutoNation
2974,Midwest,Delilah Krum,AutoNation
2973,Midwest,Delilah Krum,AutoNation
2972,Midwest,Delilah Krum,AutoNation
2971,Midwest,Delilah Krum,AutoNation
2969,Midwest,Delilah Krum,AutoNation
2979,Midwest,Delilah Krum,AutoNation
2968,Midwest,Delilah Krum,AutoNation
2967,Midwest,Delilah Krum,AutoNation
2966,Midwest,Delilah Krum,AutoNation
2965,Midwest,Delilah Krum,AutoNation
2964,Midwest,Delilah Krum,AutoNation
2963,Midwest,Delilah Krum,AutoNation
2962,Midwest,Delilah Krum,AutoNation
2970,Midwest,Delilah Krum,AutoNation
2980,Midwest,Delilah Krum,AutoNation
2997,Midwest,Delilah Krum,AutoNation
2961,Midwest,Delilah Krum,AutoNation
2981,Midwest,Delilah Krum,AutoNation
2982,Midwest,Delilah Krum,AutoNation
2983,Midwest,Delilah Krum,AutoNation
2984,Midwest,Delilah Krum,AutoNation
2985,Midwest,Delilah Krum,AutoNation
2986,Midwest,Delilah Krum,AutoNation
2987,Midwest,Delilah Krum,AutoNation
2998,Midwest,Delilah Krum,AutoNation
2988,Midwest,Delilah Krum,AutoNation
2990,Midwest,Delilah Krum,AutoNation
2991,Midwest,Delilah Krum,AutoNation
2992,Midwest,Delilah Krum,AutoNation
2993,Midwest,Delilah Krum,AutoNation
2994,Midwest,Delilah Krum,AutoNation
2995,Midwest,Delilah Krum,AutoNation
2996,Midwest,Delilah Krum,AutoNation
2989,Midwest,Delilah Krum,AutoNation
2960,Midwest,Delilah Krum,AutoNation
2977,Midwest,Delilah Krum,AutoNation
2958,Midwest,Delilah Krum,AutoNation
2946,Midwest,Delilah Krum,AutoNation
2945,Midwest,Delilah Krum,AutoNation
2944,Midwest,Delilah Krum,AutoNation
2943,Midwest,Delilah Krum,AutoNation
2947,Midwest,Delilah Krum,AutoNation
2949,Midwest,Delilah Krum,AutoNation
2950,Midwest,Delilah Krum,AutoNation
2948,Midwest,Delilah Krum,AutoNation
2952,Midwest,Delilah Krum,AutoNation
2959,Midwest,Delilah Krum,AutoNation
2953,Midwest,Delilah Krum,AutoNation
2954,Midwest,Delilah Krum,AutoNation
2955,Midwest,Delilah Krum,AutoNation
2956,Midwest,Delilah Krum,AutoNation
2957,Midwest,Delilah Krum,AutoNation
2951,Midwest,Delilah Krum,AutoNation
2912,Midwest,Delilah Krum,Capital One Financial
2917,Midwest,Delilah Krum,Capital One Financial
2916,Midwest,Delilah Krum,Capital One Financial
2915,Midwest,Delilah Krum,Capital One Financial
2914,Midwest,Delilah Krum,Capital One Financial
2913,Midwest,Delilah Krum,Capital One Financial
2911,Midwest,Delilah Krum,Capital One Financial
2910,Midwest,Delilah Krum,Capital One Financial
2909,Midwest,Delilah Krum,Capital One Financial
2905,Midwest,Delilah Krum,Capital One Financial
2904,Midwest,Delilah Krum,Capital One Financial
2902,Midwest,Delilah Krum,Capital One Financial
2901,Midwest,Delilah Krum,Capital One Financial
2900,Midwest,Delilah Krum,Capital One Financial
2899,Midwest,Delilah Krum,Capital One Financial
2903,Midwest,Delilah Krum,Capital One Financial
2906,Midwest,Delilah Krum,Capital One Financial
2907,Midwest,Delilah Krum,Capital One Financial
2908,Midwest,Delilah Krum,Capital One Financial
3192,Midwest,Cordell Rieder,Centene
3221,Midwest,Cordell Rieder,Centene
3220,Midwest,Cordell Rieder,Centene
3219,Midwest,Cordell Rieder,Centene
3218,Midwest,Cordell Rieder,Centene
3217,Midwest,Cordell Rieder,Centene
3244,Midwest,Cordell Rieder,Centene
3193,Midwest,Cordell Rieder,Centene
3245,Midwest,Cordell Rieder,Centene
3222,Midwest,Cordell Rieder,Centene
3190,Midwest,Cordell Rieder,Centene
3191,Midwest,Cordell Rieder,Centene
3216,Midwest,Cordell Rieder,Centene
3223,Midwest,Cordell Rieder,Centene
3239,Midwest,Cordell Rieder,Centene
3225,Midwest,Cordell Rieder,Centene
3231,Midwest,Cordell Rieder,Centene
3232,Midwest,Cordell Rieder,Centene
3233,Midwest,Cordell Rieder,Centene
3234,Midwest,Cordell Rieder,Centene
3194,Midwest,Cordell Rieder,Centene
3235,Midwest,Cordell Rieder,Centene
3236,Midwest,Cordell Rieder,Centene
3237,Midwest,Cordell Rieder,Centene
3185,Midwest,Cordell Rieder,Centene
3186,Midwest,Cordell Rieder,Centene
3187,Midwest,Cordell Rieder,Centene
3188,Midwest,Cordell Rieder,Centene
3189,Midwest,Cordell Rieder,Centene
3238,Midwest,Cordell Rieder,Centene
3240,Midwest,Cordell Rieder,Centene
3241,Midwest,Cordell Rieder,Centene
3242,Midwest,Cordell Rieder,Centene
3243,Midwest,Cordell Rieder,Centene
3230,Midwest,Cordell Rieder,Centene
3229,Midwest,Cordell Rieder,Centene
3228,Midwest,Cordell Rieder,Centene
3227,Midwest,Cordell Rieder,Centene
3226,Midwest,Cordell Rieder,Centene
3224,Midwest,Cordell Rieder,Centene
3195,Midwest,Cordell Rieder,Centene
3215,Midwest,Cordell Rieder,Centene
3197,Midwest,Cordell Rieder,Centene
3214,Midwest,Cordell Rieder,Centene
3213,Midwest,Cordell Rieder,Centene
3212,Midwest,Cordell Rieder,Centene
3211,Midwest,Cordell Rieder,Centene
3210,Midwest,Cordell Rieder,Centene
3209,Midwest,Cordell Rieder,Centene
3208,Midwest,Cordell Rieder,Centene
3207,Midwest,Cordell Rieder,Centene
3196,Midwest,Cordell Rieder,Centene
3205,Midwest,Cordell Rieder,Centene
3198,Midwest,Cordell Rieder,Centene
3199,Midwest,Cordell Rieder,Centene
3200,Midwest,Cordell Rieder,Centene
3206,Midwest,Cordell Rieder,Centene
3202,Midwest,Cordell Rieder,Centene
3203,Midwest,Cordell Rieder,Centene
3204,Midwest,Cordell Rieder,Centene
3201,Midwest,Cordell Rieder,Centene
2373,Midwest,Sherlene Wetherington,Community Health Systems
2381,Midwest,Sherlene Wetherington,Community Health Systems
2379,Midwest,Sherlene Wetherington,Community Health Systems
2378,Midwest,Sherlene Wetherington,Community Health Systems
2377,Midwest,Sherlene Wetherington,Community Health Systems
2376,Midwest,Sherlene Wetherington,Community Health Systems
2375,Midwest,Sherlene Wetherington,Community Health Systems
2374,Midwest,Sherlene Wetherington,Community Health Systems
2372,Midwest,Sherlene Wetherington,Community Health Systems
2380,Midwest,Sherlene Wetherington,Community Health Systems
2371,Midwest,Sherlene Wetherington,Community Health Systems
3056,Midwest,Delilah Krum,Cummins
3050,Midwest,Delilah Krum,Cummins
3051,Midwest,Delilah Krum,Cummins
3052,Midwest,Delilah Krum,Cummins
3053,Midwest,Delilah Krum,Cummins
3058,Midwest,Delilah Krum,Cummins
3055,Midwest,Delilah Krum,Cummins
3057,Midwest,Delilah Krum,Cummins
3054,Midwest,Delilah Krum,Cummins
3059,Midwest,Delilah Krum,Cummins
2521,Midwest,Carletta Kosinski,Danaher
2522,Midwest,Carletta Kosinski,Danaher
2534,Midwest,Carletta Kosinski,Dollar General
2526,Midwest,Carletta Kosinski,Dollar General
2524,Midwest,Carletta Kosinski,Dollar General
2523,Midwest,Carletta Kosinski,Dollar General
2527,Midwest,Carletta Kosinski,Dollar General
2525,Midwest,Carletta Kosinski,Dollar General
2530,Midwest,Carletta Kosinski,Dollar General
2529,Midwest,Carletta Kosinski,Dollar General
2535,Midwest,Carletta Kosinski,Dollar General
2536,Midwest,Carletta Kosinski,Dollar General
2537,Midwest,Carletta Kosinski,Dollar General
2538,Midwest,Carletta Kosinski,Dollar General
2528,Midwest,Carletta Kosinski,Dollar General
2540,Midwest,Carletta Kosinski,Dollar General
2541,Midwest,Carletta Kosinski,Dollar General
2539,Midwest,Carletta Kosinski,Dollar General
2531,Midwest,Carletta Kosinski,Dollar General
2542,Midwest,Carletta Kosinski,Dollar General
2533,Midwest,Carletta Kosinski,Dollar General
2532,Midwest,Carletta Kosinski,Dollar General
3166,Midwest,Cordell Rieder,Duke Energy
3165,Midwest,Cordell Rieder,Duke Energy
3164,Midwest,Cordell Rieder,Duke Energy
3163,Midwest,Cordell Rieder,Duke Energy
3162,Midwest,Cordell Rieder,Duke Energy
3161,Midwest,Cordell Rieder,Duke Energy
3159,Midwest,Cordell Rieder,Duke Energy
3158,Midwest,Cordell Rieder,Duke Energy
3155,Midwest,Cordell Rieder,Duke Energy
3156,Midwest,Cordell Rieder,Duke Energy
3157,Midwest,Cordell Rieder,Duke Energy
3167,Midwest,Cordell Rieder,Duke Energy
3160,Midwest,Cordell Rieder,Duke Energy
3154,Midwest,Cordell Rieder,Duke Energy
3168,Midwest,Cordell Rieder,Duke Energy
3170,Midwest,Cordell Rieder,Duke Energy
3169,Midwest,Cordell Rieder,Duke Energy
3182,Midwest,Cordell Rieder,Duke Energy
3181,Midwest,Cordell Rieder,Duke Energy
3180,Midwest,Cordell Rieder,Duke Energy
3184,Midwest,Cordell Rieder,Duke Energy
3178,Midwest,Cordell Rieder,Duke Energy
3179,Midwest,Cordell Rieder,Duke Energy
3176,Midwest,Cordell Rieder,Duke Energy
3175,Midwest,Cordell Rieder,Duke Energy
3174,Midwest,Cordell Rieder,Duke Energy
3173,Midwest,Cordell Rieder,Duke Energy
3172,Midwest,Cordell Rieder,Duke Energy
3171,Midwest,Cordell Rieder,Duke Energy
3177,Midwest,Cordell Rieder,Duke Energy
3183,Midwest,Cordell Rieder,Duke Energy
3092,Midwest,Kathleen Lalonde,EMC
3091,Midwest,Kathleen Lalonde,EMC
3090,Midwest,Kathleen Lalonde,EMC
3089,Midwest,Kathleen Lalonde,EMC
3088,Midwest,Kathleen Lalonde,EMC
3086,Midwest,Kathleen Lalonde,EMC
3085,Midwest,Kathleen Lalonde,EMC
3084,Midwest,Kathleen Lalonde,EMC
3087,Midwest,Kathleen Lalonde,EMC
2847,Midwest,Cliff Meints,Eli Lilly
2848,Midwest,Cliff Meints,Eli Lilly
2654,Midwest,Charles Bidwell,Emerson Electric
2655,Midwest,Charles Bidwell,Emerson Electric
2636,Midwest,Charles Bidwell,Emerson Electric
2657,Midwest,Charles Bidwell,Emerson Electric
2658,Midwest,Charles Bidwell,Emerson Electric
2659,Midwest,Charles Bidwell,Emerson Electric
2660,Midwest,Charles Bidwell,Emerson Electric
2661,Midwest,Charles Bidwell,Emerson Electric
2662,Midwest,Charles Bidwell,Emerson Electric
2663,Midwest,Charles Bidwell,Emerson Electric
2664,Midwest,Charles Bidwell,Emerson Electric
2665,Midwest,Charles Bidwell,Emerson Electric
2666,Midwest,Charles Bidwell,Emerson Electric
2667,Midwest,Charles Bidwell,Emerson Electric
2668,Midwest,Charles Bidwell,Emerson Electric
2669,Midwest,Charles Bidwell,Emerson Electric
2670,Midwest,Charles Bidwell,Emerson Electric
2671,Midwest,Charles Bidwell,Emerson Electric
2653,Midwest,Charles Bidwell,Emerson Electric
2652,Midwest,Charles Bidwell,Emerson Electric
2635,Midwest,Charles Bidwell,Emerson Electric
2656,Midwest,Charles Bidwell,Emerson Electric
2651,Midwest,Charles Bidwell,Emerson Electric
2647,Midwest,Charles Bidwell,Emerson Electric
2646,Midwest,Charles Bidwell,Emerson Electric
2649,Midwest,Charles Bidwell,Emerson Electric
2650,Midwest,Charles Bidwell,Emerson Electric
2638,Midwest,Charles Bidwell,Emerson Electric
2637,Midwest,Charles Bidwell,Emerson Electric
2639,Midwest,Charles Bidwell,Emerson Electric
2640,Midwest,Charles Bidwell,Emerson Electric
2641,Midwest,Charles Bidwell,Emerson Electric
2642,Midwest,Charles Bidwell,Emerson Electric
2643,Midwest,Charles Bidwell,Emerson Electric
2644,Midwest,Charles Bidwell,Emerson Electric
2645,Midwest,Charles Bidwell,Emerson Electric
2634,Midwest,Charles Bidwell,Emerson Electric
2648,Midwest,Charles Bidwell,Emerson Electric
2433,Midwest,Chau Rowles,Halliburton
2430,Midwest,Chau Rowles,Halliburton
2431,Midwest,Chau Rowles,Halliburton
2429,Midwest,Chau Rowles,Halliburton
2428,Midwest,Chau Rowles,Halliburton
2432,Midwest,Chau Rowles,Halliburton
3082,Midwest,Delilah Krum,Hartford Financial Services Group
3083,Midwest,Delilah Krum,Hartford Financial Services Group
3080,Midwest,Delilah Krum,Hartford Financial Services Group
3074,Midwest,Delilah Krum,Hartford Financial Services Group
3075,Midwest,Delilah Krum,Hartford Financial Services Group
3076,Midwest,Delilah Krum,Hartford Financial Services Group
3077,Midwest,Delilah Krum,Hartford Financial Services Group
3081,Midwest,Delilah Krum,Hartford Financial Services Group
3079,Midwest,Delilah Krum,Hartford Financial Services Group
3078,Midwest,Delilah Krum,Hartford Financial Services Group
2510,Midwest,Carletta Kosinski,International Paper
2520,Midwest,Carletta Kosinski,International Paper
2519,Midwest,Carletta Kosinski,International Paper
2518,Midwest,Carletta Kosinski,International Paper
2517,Midwest,Carletta Kosinski,International Paper
2516,Midwest,Carletta Kosinski,International Paper
2515,Midwest,Carletta Kosinski,International Paper
2514,Midwest,Carletta Kosinski,International Paper
2513,Midwest,Carletta Kosinski,International Paper
2512,Midwest,Carletta Kosinski,International Paper
2511,Midwest,Carletta Kosinski,International Paper
2509,Midwest,Carletta Kosinski,International Paper
2508,Midwest,Carletta Kosinski,International Paper
2507,Midwest,Carletta Kosinski,International Paper
3060,Midwest,Delilah Krum,Kimberly-Clark
3061,Midwest,Delilah Krum,Kimberly-Clark
3063,Midwest,Delilah Krum,Kimberly-Clark
3073,Midwest,Delilah Krum,Kimberly-Clark
3072,Midwest,Delilah Krum,Kimberly-Clark
3071,Midwest,Delilah Krum,Kimberly-Clark
3062,Midwest,Delilah Krum,Kimberly-Clark
3069,Midwest,Delilah Krum,Kimberly-Clark
3070,Midwest,Delilah Krum,Kimberly-Clark
3067,Midwest,Delilah Krum,Kimberly-Clark
3066,Midwest,Delilah Krum,Kimberly-Clark
3065,Midwest,Delilah Krum,Kimberly-Clark
3064,Midwest,Delilah Krum,Kimberly-Clark
3068,Midwest,Delilah Krum,Kimberly-Clark
3246,Midwest,Cordell Rieder,Kohl's
3247,Midwest,Cordell Rieder,Kohl's
3248,Midwest,Cordell Rieder,Kohl's
3249,Midwest,Cordell Rieder,Kohl's
3250,Midwest,Cordell Rieder,Kohl's
3251,Midwest,Cordell Rieder,Kohl's
3252,Midwest,Cordell Rieder,Kohl's
3114,Midwest,Kathleen Lalonde,Kraft Heinz
3106,Midwest,Kathleen Lalonde,Kraft Heinz
3107,Midwest,Kathleen Lalonde,Kraft Heinz
3108,Midwest,Kathleen Lalonde,Kraft Heinz
3109,Midwest,Kathleen Lalonde,Kraft Heinz
3118,Midwest,Kathleen Lalonde,Kraft Heinz
3117,Midwest,Kathleen Lalonde,Kraft Heinz
3116,Midwest,Kathleen Lalonde,Kraft Heinz
3115,Midwest,Kathleen Lalonde,Kraft Heinz
3110,Midwest,Kathleen Lalonde,Kraft Heinz
3113,Midwest,Kathleen Lalonde,Kraft Heinz
3112,Midwest,Kathleen Lalonde,Kraft Heinz
3111,Midwest,Kathleen Lalonde,Kraft Heinz
3141,Midwest,Julie Starr,Lear
3143,Midwest,Julie Starr,Lear
3140,Midwest,Julie Starr,Lear
3134,Midwest,Julie Starr,Lear
3135,Midwest,Julie Starr,Lear
3136,Midwest,Julie Starr,Lear
3137,Midwest,Julie Starr,Lear
3142,Midwest,Julie Starr,Lear
3138,Midwest,Julie Starr,Lear
3139,Midwest,Julie Starr,Lear
3145,Midwest,Julie Starr,Lear
3146,Midwest,Julie Starr,Lear
3151,Midwest,Julie Starr,Lear
3144,Midwest,Julie Starr,Lear
3153,Midwest,Julie Starr,Lear
3152,Midwest,Julie Starr,Lear
3147,Midwest,Julie Starr,Lear
3148,Midwest,Julie Starr,Lear
3149,Midwest,Julie Starr,Lear
3150,Midwest,Julie Starr,Lear
3133,Midwest,Julie Starr,ManpowerGroup
3131,Midwest,Julie Starr,ManpowerGroup
3132,Midwest,Julie Starr,ManpowerGroup
2487,Midwest,Carletta Kosinski,McDonald's
2488,Midwest,Carletta Kosinski,McDonald's
2489,Midwest,Carletta Kosinski,McDonald's
2484,Midwest,Carletta Kosinski,McDonald's
2490,Midwest,Carletta Kosinski,McDonald's
2483,Midwest,Carletta Kosinski,McDonald's
2491,Midwest,Carletta Kosinski,McDonald's
2493,Midwest,Carletta Kosinski,McDonald's
2494,Midwest,Carletta Kosinski,McDonald's
2482,Midwest,Carletta Kosinski,McDonald's
2485,Midwest,Carletta Kosinski,McDonald's
2486,Midwest,Carletta Kosinski,McDonald's
2492,Midwest,Carletta Kosinski,McDonald's
2505,Midwest,Carletta Kosinski,Northrop Grumman
2504,Midwest,Carletta Kosinski,Northrop Grumman
2503,Midwest,Carletta Kosinski,Northrop Grumman
2502,Midwest,Carletta Kosinski,Northrop Grumman
2501,Midwest,Carletta Kosinski,Northrop Grumman
2500,Midwest,Carletta Kosinski,Northrop Grumman
2499,Midwest,Carletta Kosinski,Northrop Grumman
2498,Midwest,Carletta Kosinski,Northrop Grumman
2497,Midwest,Carletta Kosinski,Northrop Grumman
2496,Midwest,Carletta Kosinski,Northrop Grumman
2495,Midwest,Carletta Kosinski,Northrop Grumman
2506,Midwest,Carletta Kosinski,Northrop Grumman
2868,Midwest,Cliff Meints,Paccar
2850,Midwest,Cliff Meints,Paccar
2851,Midwest,Cliff Meints,Paccar
2852,Midwest,Cliff Meints,Paccar
2884,Midwest,Cliff Meints,Paccar
